date ,eps,,,,,,Date,Price,Open,High,Low,Vol.,Change %
,,,,,,,01-04-2016,220.94,233.63,240.55,220.08,322.44M,-5.98%
,,,,,,,01-03-2016,235,216.9,237.42,216.89,286.96M,8.13%
,,,,,,,01-02-2016,217.34,233.82,234.23,199.68,330.58M,-6.64%
,,,,,,,01-01-2016,232.79,227.04,245.01,219.6,480.92M,2.05%
,,,,,,,01-12-2015,228.12,216.74,229.26,205.24,267.88M,5.05%
,,,,,,,01-11-2015,217.15,213.37,223.15,204.59,221.40M,1.91%
,,,,,,,01-10-2015,213.07,196.49,219.17,193.04,233.13M,9.90%
,,,,,,,01-09-2015,193.87,191.99,202.24,185.51,291.71M,0.75%
,,,,,,,01-08-2015,192.43,225.06,227.95,183.91,305.82M,-14.57%
,,,,,,,01-07-2015,225.25,225.06,240.09,221.04,289.83M,0.17%
,,,,,,,01-06-2015,224.86,197.85,228,196.43,413.18M,14.04%
,,,,,,,01-05-2015,197.18,194.75,205.81,192.73,267.33M,1.70%
,,,,,,,01-04-2015,193.88,185.46,212.31,182.81,355.57M,4.40%
